Phim Người phán xử do ai đạo diễn?,film_qna,film_qna,1.1164298057556152,True
Diễn viên chính trong phim Hương vị tình thân là ai?,film_qna,film_qna,0.984140157699585,True
Phim Mắt biếc được sản xuất năm nào?,film_qna,film_qna,0.991718053817749,True
Phim Thương ngày nắng về có bao nhiêu tập?,film_qna,film_qna,0.9849860668182373,True
Phim Em là bà nội của anh thuộc thể loại gì?,film_qna,film_qna,0.9967491626739502,True
Ai là tác giả kịch bản phim Vợ ba?,film_qna,film_qna,0.9880392551422119,True
Phim Nhà bà Nữ có thời lượng bao lâu?,film_qna,film_qna,0.9967050552368164,True
Phim Bố già có doanh thu bao nhiêu?,film_qna,film_qna,1.1097989082336426,True
Bối cảnh phim Dòng sông phẳng lặng quay ở đâu?,film_qna,film_qna,0.9989078044891357,True
Dàn diễn viên phim Hoa hồng trên ngực trái gồm những ai?,film_qna,film_qna,1.0379688739776611,True
Phim Chiếc lá cuốn bay được chiếu lần đầu khi nào?,film_qna,film_qna,1.0456111431121826,True
Phim Trại hoa đỏ có bao nhiêu phần?,film_qna,film_qna,1.014084815979004,True
Đạo diễn phim Tôi thấy hoa vàng trên cỏ xanh là ai?,film_qna,film_qna,0.9951639175415039,True
Nhạc phim Mắt biếc là của ai sáng tác?,film_qna,film_qna,0.9874076843261719,True
Phim Cô gái đến từ hôm qua dựa trên truyện nào?,film_qna,film_qna,1.0134341716766357,True
Tập cuối của phim Quỳnh búp bê kết thúc thế nào?,film_qna,film_qna,0.990617036819458,True
Phim Hai Phượng có các cảnh hành động được dàn dựng như thế nào?,film_qna,film_qna,0.9871070384979248,True
Phim Gạo nếp gạo tẻ phần 2 có phải là phần tiếp nối không?,film_qna,film_qna,0.9920549392700195,True
Phim Hạnh phúc của mẹ giành được giải thưởng nào?,film_qna,film_qna,0.9967710971832275,True
Phim Lật mặt 6 có phải là phần tiếp theo của Lật mặt 5?,film_qna,film_qna,0.9816312789916992,True
Ai là người thủ vai chính trong phim Vòng eo 56?,film_qna,film_qna,0.9912478923797607,True
Phim Đất rừng phương Nam có nhân vật nào chính?,film_qna,film_qna,1.0589799880981445,True
Thời lượng mỗi tập của phim Hướng dương ngược nắng là bao lâu?,film_qna,film_qna,1.1149840354919434,True
Phim Zippo mù tạt và em thuộc thể loại gì?,film_qna,film_qna,0.9938340187072754,True
Phim Sống chung với mẹ chồng có bao nhiêu tập?,film_qna,film_qna,0.9890701770782471,True
Phim Chị chị em em có cảnh nóng không?,film_qna,film_qna,1.0314621925354004,True
Phim Chạy trốn thanh xuân có cảnh quay ở đâu?,film_qna,film_qna,0.9999020099639893,True
Diễn viên đóng vai Hồng Đăng trong phim Thương ngày nắng về là ai?,film_qna,film_qna,1.0191421508789062,True
Phim Hôn nhân trong ngõ hẹp được chuyển thể từ truyện nào?,film_qna,film_qna,0.9995970726013184,True
Ai là người lồng tiếng cho nhân vật chính phim Doraemon bản tiếng Việt?,film_qna,film_qna,0.979874849319458,True
Phim Trạng Tí phiêu lưu ký có bị hoãn chiếu không?,film_qna,film_qna,0.985731840133667,True
Phim Đêm tối rực rỡ có phải là phim kinh dị không?,film_qna,film_qna,1.0355050563812256,True
Cảnh quay trong phim Bẫy ngọt ngào có thật sự là ở Đà Lạt?,film_qna,film_qna,0.9839527606964111,True
Nhân vật phản diện chính trong phim Người bất tử là ai?,film_qna,film_qna,0.986469030380249,True
Phim Hậu duệ mặt trời bản Việt có giống bản Hàn không?,film_qna,film_qna,0.9839239120483398,True
Phim Bí mật của gió có phần tiếp theo không?,film_qna,film_qna,0.9820692539215088,True
Phim Maika – Cô bé đến từ hành tinh khác dành cho lứa tuổi nào?,film_qna,film_qna,0.9930741786956787,True
Phim Trái tim quái vật có diễn viên nào từng đoạt giải Cánh diều vàng?,film_qna,film_qna,0.9879658222198486,True
Phim Lật mặt có tổng cộng bao nhiêu phần?,film_qna,film_qna,0.9841310977935791,True
Ai là nhà sản xuất phim Thiên thần hộ mệnh?,film_qna,film_qna,0.999561071395874,True
Phim Em và Trịnh có bao nhiêu bài nhạc Trịnh?,film_qna,film_qna,1.0230510234832764,True
Phim Nhà có 5 nàng tiên là phim hài hay tâm lý?,film_qna,film_qna,0.990574836730957,True
Câu chuyện thật phía sau phim Hồn papa da con gái là gì?,film_qna,film_qna,1.072131872177124,True
Phim Tấm Cám: Chuyện chưa kể có dùng kỹ xảo nhiều không?,film_qna,film_qna,1.0086169242858887,True
Phim 1990 có sự tham gia của những diễn viên nào?,film_qna,film_qna,0.9887089729309082,True
Phim Song Lang lấy bối cảnh ở đâu?,film_qna,film_qna,0.9923210144042969,True
